country,country_code_2_digit,country_code_3_digit,reported_date,population,hospital_occupancy_count,ICU_occupancy_count,source
Slovakia,SK,SVK,2020-10-07,5450421,340.0,,JRC
Slovenia,SI,SVN,2020-10-07,2080908,122.0,22.0,Country_Github
United Kingdom,UK,GBR,2020-10-07,66647112,3729.0,,Country_Website
Austria,AT,AUT,2020-10-06,8858775,498.0,101.0,Country_Website
Belgium,BE,BEL,2020-10-06,11455519,952.0,189.0,Country_Website
Bulgaria,BG,BGR,2020-10-06,7000039,930.0,59.0,External_Github
Croatia,HR,HRV,2020-10-06,4076246,334.0,,Country_Website
Czechia,CZ,CZE,2020-10-06,10649800,1563.0,354.0,Country_Website
Denmark,DK,DNK,2020-10-06,5806081,124.0,15.0,Country_Website
Estonia,EE,EST,2020-10-06,1324820,39.0,5.0,Country_API
France,FR,FRA,2020-10-06,67012883,7377.0,1417.0,Country_Website
Hungary,HU,HUN,2020-10-06,9772756,627.0,37.0,JRC
Ireland,IE,IRL,2020-10-06,4904240,150.0,24.0,Country_Website
Italy,IT,ITA,2020-10-06,60359546,3944.0,319.0,Country_Github
Latvia,LV,LVA,2020-10-06,1919968,32.0,,Country_Website
Luxembourg,LU,LUX,2020-10-06,613894,21.0,2.0,Country_Website
Netherlands,NL,NLD,2020-10-06,17282163,,238.0,Other Website
Norway,NO,NOR,2020-10-06,5328212,22.0,,Country_API
Poland,PL,POL,2020-10-06,37972812,3719.0,,Country_Website
Portugal,PT,PRT,2020-10-06,10276617,732.0,104.0,Country_Website
Romania,RO,ROU,2020-10-06,19414458,,608.0,Country_Website
Slovakia,SK,SVK,2020-10-06,5450421,311.0,,JRC
Slovenia,SI,SVN,2020-10-06,2080908,111.0,20.0,Country_Github
United Kingdom,UK,GBR,2020-10-06,66647112,3480.0,,Country_Website
Austria,AT,AUT,2020-10-05,8858775,488.0,101.0,Country_Website
Belgium,BE,BEL,2020-10-05,11455519,937.0,195.0,Country_Website
Bulgaria,BG,BGR,2020-10-05,7000039,917.0,56.0,External_Github
Croatia,HR,HRV,2020-10-05,4076246,326.0,,Country_Website
Czechia,CZ,CZE,2020-10-05,10649800,1387.0,326.0,Country_Website
Denmark,DK,DNK,2020-10-05,5806081,120.0,17.0,Country_Website
Estonia,EE,EST,2020-10-05,1324820,40.0,5.0,Country_API
Finland,FI,FIN,2020-10-05,5517919,28.0,8.0,External_Github
France,FR,FRA,2020-10-05,67012883,7276.0,1409.0,Country_Website
Hungary,HU,HUN,2020-10-05,9772756,649.0,40.0,JRC
Ireland,IE,IRL,2020-10-05,4904240,150.0,23.0,Country_Website
Italy,IT,ITA,2020-10-05,60359546,3810.0,323.0,Country_Github
Latvia,LV,LVA,2020-10-05,1919968,28.0,,Country_Website
Luxembourg,LU,LUX,2020-10-05,613894,22.0,1.0,Country_Website
Netherlands,NL,NLD,2020-10-05,17282163,,217.0,Other Website
Norway,NO,NOR,2020-10-05,5328212,25.0,,Country_API
Poland,PL,POL,2020-10-05,37972812,3158.0,,Country_Website
Portugal,PT,PRT,2020-10-05,10276617,701.0,106.0,Country_Website
Romania,RO,ROU,2020-10-05,19414458,,592.0,Country_Website
Slovakia,SK,SVK,2020-10-05,5450421,279.0,,JRC
Slovenia,SI,SVN,2020-10-05,2080908,107.0,21.0,Country_Github
United Kingdom,UK,GBR,2020-10-05,66647112,3217.0,,Country_Website
Austria,AT,AUT,2020-10-04,8858775,476.0,103.0,Country_Website
Belgium,BE,BEL,2020-10-04,11455519,866.0,186.0,Country_Website
Bulgaria,BG,BGR,2020-10-04,7000039,912.0,54.0,External_Github
Croatia,HR,HRV,2020-10-04,4076246,296.0,,Country_Website
Czechia,CZ,CZE,2020-10-04,10649800,1242.0,265.0,Country_Website
Denmark,DK,DNK,2020-10-04,5806081,105.0,18.0,Country_Website
Estonia,EE,EST,2020-10-04,1324820,41.0,4.0,Country_API
France,FR,FRA,2020-10-04,67012883,6964.0,1335.0,Country_Website
Hungary,HU,HUN,2020-10-04,9772756,685.0,42.0,JRC
Ireland,IE,IRL,2020-10-04,4904240,134.0,21.0,Country_Website
Italy,IT,ITA,2020-10-04,60359546,3590.0,303.0,Country_Github
Latvia,LV,LVA,2020-10-04,1919968,26.0,,Country_Website
Luxembourg,LU,LUX,2020-10-04,613894,21.0,2.0,Country_Website
Netherlands,NL,NLD,2020-10-04,17282163,,202.0,Other Website
Poland,PL,POL,2020-10-04,37972812,2977.0,,Country_Website
Portugal,PT,PRT,2020-10-04,10276617,682.0,105.0,Country_Website
Romania,RO,ROU,2020-10-04,19414458,,598.0,Country_Website
Slovakia,SK,SVK,2020-10-04,5450421,275.0,,JRC
Slovenia,SI,SVN,2020-10-04,2080908,101.0,16.0,Country_Github
United Kingdom,UK,GBR,2020-10-04,66647112,2913.0,,Country_Website
Austria,AT,AUT,2020-10-03,8858775,494.0,97.0,Country_Website
Belgium,BE,BEL,2020-10-03,11455519,819.0,185.0,Country_Website
Bulgaria,BG,BGR,2020-10-03,7000039,887.0,50.0,External_Github
Croatia,HR,HRV,2020-10-03,4076246,289.0,,Country_Website
Czechia,CZ,CZE,2020-10-03,10649800,1182.0,274.0,Country_Website
Denmark,DK,DNK,2020-10-03,5806081,105.0,17.0,Country_Website
Estonia,EE,EST,2020-10-03,1324820,41.0,4.0,Country_API
France,FR,FRA,2020-10-03,67012883,6740.0,1289.0,Country_Website
Hungary,HU,HUN,2020-10-03,9772756,704.0,43.0,JRC
Ireland,IE,IRL,2020-10-03,4904240,120.0,20.0,Country_Website
Italy,IT,ITA,2020-10-03,60359546,3502.0,297.0,Country_Github
Latvia,LV,LVA,2020-10-03,1919968,24.0,,Country_Website
Luxembourg,LU,LUX,2020-10-03,613894,21.0,2.0,Country_Website
Netherlands,NL,NLD,2020-10-03,17282163,,189.0,Other Website
Poland,PL,POL,2020-10-03,37972812,2850.0,,Country_Website
Portugal,PT,PRT,2020-10-03,10276617,668.0,106.0,Country_Website
Romania,RO,ROU,2020-10-03,19414458,,583.0,Country_Website
Slovakia,SK,SVK,2020-10-03,5450421,275.0,,JRC
Slovenia,SI,SVN,2020-10-03,2080908,94.0,15.0,Country_Github
United Kingdom,UK,GBR,2020-10-03,66647112,2734.0,,Country_Website
Austria,AT,AUT,2020-10-02,8858775,472.0,100.0,Country_Website
Belgium,BE,BEL,2020-10-02,11455519,789.0,163.0,Country_Website
Bulgaria,BG,BGR,2020-10-02,7000039,857.0,47.0,External_Github
Croatia,HR,HRV,2020-10-02,4076246,286.0,,Country_Website
Czechia,CZ,CZE,2020-10-02,10649800,1198.0,245.0,Country_Website
Denmark,DK,DNK,2020-10-02,5806081,106.0,13.0,Country_Website
Estonia,EE,EST,2020-10-02,1324820,37.0,2.0,Country_API
Finland,FI,FIN,2020-10-02,5517919,21.0,4.0,External_Github
France,FR,FRA,2020-10-02,67012883,6740.0,1270.0,Country_Website
Hungary,HU,HUN,2020-10-02,9772756,740.0,47.0,JRC
Ireland,IE,IRL,2020-10-02,4904240,117.0,21.0,Country_Website
Italy,IT,ITA,2020-10-02,60359546,3436.0,294.0,Country_Github
Latvia,LV,LVA,2020-10-02,1919968,22.0,,Country_Website
Luxembourg,LU,LUX,2020-10-02,613894,20.0,4.0,Country_Website
Netherlands,NL,NLD,2020-10-02,17282163,,181.0,Other Website
Norway,NO,NOR,2020-10-02,5328212,27.0,,Country_API
Poland,PL,POL,2020-10-02,37972812,2702.0,,Country_Website
Portugal,PT,PRT,2020-10-02,10276617,682.0,107.0,Country_Website
Romania,RO,ROU,2020-10-02,19414458,,571.0,Country_Website
Slovakia,SK,SVK,2020-10-02,5450421,251.0,,JRC
Slovenia,SI,SVN,2020-10-02,2080908,86.0,15.0,Country_Github
United Kingdom,UK,GBR,2020-10-02,66647112,2593.0,,Country_Website
Austria,AT,AUT,2020-10-01,8858775,493.0,98.0,Country_Website
Belgium,BE,BEL,2020-10-01,11455519,771.0,156.0,Country_Website
Bulgaria,BG,BGR,2020-10-01,7000039,837.0,44.0,External_Github
Croatia,HR,HRV,2020-10-01,4076246,297.0,,Country_Website
Czechia,CZ,CZE,2020-10-01,10649800,1134.0,221.0,Country_Website
Denmark,DK,DNK,2020-10-01,5806081,109.0,15.0,Country_Website
Estonia,EE,EST,2020-10-01,1324820,37.0,2.0,Country_API
France,FR,FRA,2020-10-01,67012883,6634.0,1259.0,Country_Website
Hungary,HU,HUN,2020-10-01,9772756,757.0,52.0,JRC
Ireland,IE,IRL,2020-10-01,4904240,122.0,20.0,Country_Website
Italy,IT,ITA,2020-10-01,60359546,3388.0,291.0,Country_Github
Latvia,LV,LVA,2020-10-01,1919968,21.0,,Country_Website
Luxembourg,LU,LUX,2020-10-01,613894,20.0,3.0,Country_Website
Netherlands,NL,NLD,2020-10-01,17282163,,181.0,Other Website
Norway,NO,NOR,2020-10-01,5328212,25.0,,Country_API
Poland,PL,POL,2020-10-01,37972812,2560.0,,Country_Website
Portugal,PT,PRT,2020-10-01,10276617,682.0,107.0,Country_Website
Romania,RO,ROU,2020-10-01,19414458,,557.0,Country_Website
Slovakia,SK,SVK,2020-10-01,5450421,254.0,,JRC
Slovenia,SI,SVN,2020-10-01,2080908,86.0,15.0,Country_Github
United Kingdom,UK,GBR,2020-10-01,66647112,2481.0,,Country_Website
Austria,AT,AUT,2020-09-30,8858775,496.0,90.0,Country_Website
Belgium,BE,BEL,2020-09-30,11455519,739.0,157.0,Country_Website
Bulgaria,BG,BGR,2020-09-30,7000039,814.0,44.0,External_Github
Croatia,HR,HRV,2020-09-30,4076246,288.0,,Country_Website
Czechia,CZ,CZE,2020-09-30,10649800,1028.0,198.0,Country_Website
Denmark,DK,DNK,2020-09-30,5806081,102.0,15.0,Country_Website
Estonia,EE,EST,2020-09-30,1324820,37.0,2.0,Country_API
Finland,FI,FIN,2020-09-30,5517919,19.0,4.0,External_Github
France,FR,FRA,2020-09-30,67012883,6572.0,1232.0,Country_Website
Hungary,HU,HUN,2020-09-30,9772756,773.0,54.0,JRC
Ireland,IE,IRL,2020-09-30,4904240,122.0,22.0,Country_Website
Italy,IT,ITA,2020-09-30,60359546,3327.0,280.0,Country_Github
Latvia,LV,LVA,2020-09-30,1919968,19.0,,Country_Website
Luxembourg,LU,LUX,2020-09-30,613894,30.0,5.0,Country_Website
Netherlands,NL,NLD,2020-09-30,17282163,,175.0,Other Website
Norway,NO,NOR,2020-09-30,5328212,28.0,,Country_API
Poland,PL,POL,2020-09-30,37972812,2481.0,,Country_Website
Portugal,PT,PRT,2020-09-30,10276617,666.0,105.0,Country_Website
Romania,RO,ROU,2020-09-30,19414458,,550.0,Country_Website
Slovakia,SK,SVK,2020-09-30,5450421,254.0,,JRC
Slovenia,SI,SVN,2020-09-30,2080908,86.0,16.0,Country_Github
United Kingdom,UK,GBR,2020-09-30,66647112,2420.0,,Country_Website
Austria,AT,AUT,2020-09-29,8858775,491.0,90.0,Country_Website
Belgium,BE,BEL,2020-09-29,11455519,716.0,150.0,Country_Website
Bulgaria,BG,BGR,2020-09-29,7000039,780.0,42.0,External_Github
Croatia,HR,HRV,2020-09-29,4076246,274.0,,Country_Website
Czechia,CZ,CZE,2020-09-29,10649800,976.0,202.0,Country_Website
Denmark,DK,DNK,2020-09-29,5806081,107.0,15.0,Country_Website
Estonia,EE,EST,2020-09-29,1324820,35.0,2.0,Country_API
France,FR,FRA,2020-09-29,67012883,6482.0,1198.0,Country_Website
Hungary,HU,HUN,2020-09-29,9772756,755.0,51.0,JRC
Ireland,IE,IRL,2020-09-29,4904240,117.0,18.0,Country_Website
Italy,IT,ITA,2020-09-29,60359546,3319.0,271.0,Country_Github
Latvia,LV,LVA,2020-09-29,1919968,16.0,,Country_Website
Luxembourg,LU,LUX,2020-09-29,613894,30.0,5.0,Country_Website
Netherlands,NL,NLD,2020-09-29,17282163,,171.0,Other Website
Norway,NO,NOR,2020-09-29,5328212,24.0,,Country_API
Poland,PL,POL,2020-09-29,37972812,2399.0,,Country_Website
Portugal,PT,PRT,2020-09-29,10276617,661.0,99.0,Country_Website
Romania,RO,ROU,2020-09-29,19414458,,551.0,Country_Website
Slovakia,SK,SVK,2020-09-29,5450421,222.0,,JRC
Slovenia,SI,SVN,2020-09-29,2080908,84.0,16.0,Country_Github
United Kingdom,UK,GBR,2020-09-29,66647112,2316.0,,Country_Website
Austria,AT,AUT,2020-09-28,8858775,469.0,88.0,Country_Website
Belgium,BE,BEL,2020-09-28,11455519,708.0,140.0,Country_Website
Bulgaria,BG,BGR,2020-09-28,7000039,794.0,41.0,External_Github
Croatia,HR,HRV,2020-09-28,4076246,291.0,,Country_Website
Czechia,CZ,CZE,2020-09-28,10649800,825.0,187.0,Country_Website
Denmark,DK,DNK,2020-09-28,5806081,110.0,17.0,Country_Website
Estonia,EE,EST,2020-09-28,1324820,36.0,2.0,Country_API
Finland,FI,FIN,2020-09-28,5517919,22.0,4.0,External_Github
France,FR,FRA,2020-09-28,67012883,6397.0,1158.0,Country_Website
Hungary,HU,HUN,2020-09-28,9772756,693.0,44.0,JRC
Ireland,IE,IRL,2020-09-28,4904240,111.0,17.0,Country_Website
Italy,IT,ITA,2020-09-28,60359546,3241.0,264.0,Country_Github
Latvia,LV,LVA,2020-09-28,1919968,11.0,,Country_Website
Luxembourg,LU,LUX,2020-09-28,613894,34.0,4.0,Country_Website
Netherlands,NL,NLD,2020-09-28,17282163,,163.0,Other Website
Norway,NO,NOR,2020-09-28,5328212,21.0,,Country_API
Poland,PL,POL,2020-09-28,37972812,2305.0,,Country_Website
Portugal,PT,PRT,2020-09-28,10276617,659.0,98.0,Country_Website
Romania,RO,ROU,2020-09-28,19414458,,557.0,Country_Website
Slovakia,SK,SVK,2020-09-28,5450421,197.0,,JRC
Slovenia,SI,SVN,2020-09-28,2080908,79.0,16.0,Country_Github
United Kingdom,UK,GBR,2020-09-28,66647112,2298.0,,Country_Website
Austria,AT,AUT,2020-09-27,8858775,446.0,84.0,Country_Website
Belgium,BE,BEL,2020-09-27,11455519,654.0,135.0,Country_Website
Bulgaria,BG,BGR,2020-09-27,7000039,791.0,36.0,External_Github
Croatia,HR,HRV,2020-09-27,4076246,280.0,,Country_Website
Czechia,CZ,CZE,2020-09-27,10649800,820.0,187.0,Country_Website
Denmark,DK,DNK,2020-09-27,5806081,95.0,17.0,Country_Website
Estonia,EE,EST,2020-09-27,1324820,32.0,1.0,Country_API
France,FR,FRA,2020-09-27,67012883,6235.0,1112.0,Country_Website
Hungary,HU,HUN,2020-09-27,9772756,620.0,38.0,JRC
Ireland,IE,IRL,2020-09-27,4904240,108.0,17.0,Country_Website
Italy,IT,ITA,2020-09-27,60359546,3100.0,254.0,Country_Github
Latvia,LV,LVA,2020-09-27,1919968,7.0,,Country_Website
Luxembourg,LU,LUX,2020-09-27,613894,36.0,3.0,Country_Website
Netherlands,NL,NLD,2020-09-27,17282163,,155.0,Other Website
Poland,PL,POL,2020-09-27,37972812,2223.0,,Country_Website
Portugal,PT,PRT,2020-09-27,10276617,635.0,89.0,Country_Website
Romania,RO,ROU,2020-09-27,19414458,,535.0,Country_Website
Slovakia,SK,SVK,2020-09-27,5450421,199.0,,JRC
Slovenia,SI,SVN,2020-09-27,2080908,80.0,17.0,Country_Github
United Kingdom,UK,GBR,2020-09-27,66647112,2088.0,,Country_Website
Austria,AT,AUT,2020-09-26,8858775,423.0,80.0,Country_Website
Belgium,BE,BEL,2020-09-26,11455519,626.0,120.0,Country_Website
Bulgaria,BG,BGR,2020-09-26,7000039,782.0,36.0,External_Github
Croatia,HR,HRV,2020-09-26,4076246,271.0,,Country_Website
Czechia,CZ,CZE,2020-09-26,10649800,802.0,181.0,Country_Website
Denmark,DK,DNK,2020-09-26,5806081,97.0,17.0,Country_Website
Estonia,EE,EST,2020-09-26,1324820,30.0,1.0,Country_API
France,FR,FRA,2020-09-26,67012883,6154.0,1105.0,Country_Website
Hungary,HU,HUN,2020-09-26,9772756,589.0,36.0,JRC
Ireland,IE,IRL,2020-09-26,4904240,102.0,18.0,Country_Website
Italy,IT,ITA,2020-09-26,60359546,2993.0,247.0,Country_Github
Latvia,LV,LVA,2020-09-26,1919968,5.0,,Country_Website
Luxembourg,LU,LUX,2020-09-26,613894,30.0,3.0,Country_Website
Netherlands,NL,NLD,2020-09-26,17282163,,143.0,Other Website
Poland,PL,POL,2020-09-26,37972812,2134.0,,Country_Website
Portugal,PT,PRT,2020-09-26,10276617,615.0,85.0,Country_Website
Romania,RO,ROU,2020-09-26,19414458,,512.0,Country_Website
Slovakia,SK,SVK,2020-09-26,5450421,185.0,,JRC
Slovenia,SI,SVN,2020-09-26,2080908,72.0,17.0,Country_Github
United Kingdom,UK,GBR,2020-09-26,66647112,1940.0,,Country_Website
Austria,AT,AUT,2020-09-25,8858775,411.0,78.0,Country_Website
Belgium,BE,BEL,2020-09-25,11455519,620.0,109.0,Country_Website
Bulgaria,BG,BGR,2020-09-25,7000039,744.0,30.0,External_Github
Croatia,HR,HRV,2020-09-25,4076246,273.0,,Country_Website
Czechia,CZ,CZE,2020-09-25,10649800,809.0,168.0,Country_Website
Denmark,DK,DNK,2020-09-25,5806081,101.0,16.0,Country_Website
Estonia,EE,EST,2020-09-25,1324820,30.0,1.0,Country_API
Finland,FI,FIN,2020-09-25,5517919,21.0,2.0,External_Github
France,FR,FRA,2020-09-25,67012883,6110.0,1092.0,Country_Website
Hungary,HU,HUN,2020-09-25,9772756,577.0,30.0,JRC
Ireland,IE,IRL,2020-09-25,4904240,100.0,17.0,Country_Website
Italy,IT,ITA,2020-09-25,60359546,2981.0,244.0,Country_Github
Latvia,LV,LVA,2020-09-25,1919968,9.0,,Country_Website
Luxembourg,LU,LUX,2020-09-25,613894,25.0,1.0,Country_Website
Netherlands,NL,NLD,2020-09-25,17282163,,139.0,Other Website
Norway,NO,NOR,2020-09-25,5328212,19.0,,Country_API
Poland,PL,POL,2020-09-25,37972812,1995.0,,Country_Website
Portugal,PT,PRT,2020-09-25,10276617,624.0,86.0,Country_Website
Romania,RO,ROU,2020-09-25,19414458,,508.0,Country_Website
Slovakia,SK,SVK,2020-09-25,5450421,160.0,,JRC
Slovenia,SI,SVN,2020-09-25,2080908,60.0,15.0,Country_Github
United Kingdom,UK,GBR,2020-09-25,66647112,1923.0,,Country_Website
Austria,AT,AUT,2020-09-24,8858775,422.0,78.0,Country_Website
Belgium,BE,BEL,2020-09-24,11455519,602.0,104.0,Country_Website
Bulgaria,BG,BGR,2020-09-24,7000039,726.0,29.0,External_Github
Croatia,HR,HRV,2020-09-24,4076246,266.0,,Country_Website
Czechia,CZ,CZE,2020-09-24,10649800,740.0,151.0,Country_Website
Denmark,DK,DNK,2020-09-24,5806081,95.0,14.0,Country_Website
Estonia,EE,EST,2020-09-24,1324820,30.0,2.0,Country_API
France,FR,FRA,2020-09-24,67012883,6012.0,1041.0,Country_Website
Hungary,HU,HUN,2020-09-24,9772756,549.0,32.0,JRC
Ireland,IE,IRL,2020-09-24,4904240,94.0,16.0,Country_Website
Italy,IT,ITA,2020-09-24,60359546,2977.0,246.0,Country_Github
Latvia,LV,LVA,2020-09-24,1919968,7.0,,Country_Website
Luxembourg,LU,LUX,2020-09-24,613894,19.0,1.0,Country_Website
Netherlands,NL,NLD,2020-09-24,17282163,,125.0,Other Website
Norway,NO,NOR,2020-09-24,5328212,24.0,,Country_API
Poland,PL,POL,2020-09-24,37972812,1964.0,,Country_Website
Portugal,PT,PRT,2020-09-24,10276617,588.0,85.0,Country_Website
Romania,RO,ROU,2020-09-24,19414458,,506.0,Country_Website
Slovakia,SK,SVK,2020-09-24,5450421,141.0,,JRC
Slovenia,SI,SVN,2020-09-24,2080908,63.0,13.0,Country_Github
United Kingdom,UK,GBR,2020-09-24,66647112,1756.0,,Country_Website
Austria,AT,AUT,2020-09-23,8858775,413.0,77.0,Country_Website
Belgium,BE,BEL,2020-09-23,11455519,550.0,95.0,Country_Website
Bulgaria,BG,BGR,2020-09-23,7000039,716.0,31.0,External_Github
Croatia,HR,HRV,2020-09-23,4076246,278.0,,Country_Website
Czechia,CZ,CZE,2020-09-23,10649800,670.0,131.0,Country_Website
Denmark,DK,DNK,2020-09-23,5806081,78.0,15.0,Country_Website
Estonia,EE,EST,2020-09-23,1324820,31.0,3.0,Country_API
Finland,FI,FIN,2020-09-23,5517919,22.0,4.0,External_Github
France,FR,FRA,2020-09-23,67012883,5913.0,995.0,Country_Website
Hungary,HU,HUN,2020-09-23,9772756,558.0,35.0,JRC
Ireland,IE,IRL,2020-09-23,4904240,90.0,17.0,Country_Website
Italy,IT,ITA,2020-09-23,60359546,2902.0,244.0,Country_Github
Latvia,LV,LVA,2020-09-23,1919968,9.0,,Country_Website
Luxembourg,LU,LUX,2020-09-23,613894,26.0,3.0,Country_Website
Netherlands,NL,NLD,2020-09-23,17282163,,118.0,Other Website
Norway,NO,NOR,2020-09-23,5328212,19.0,,Country_API
Poland,PL,POL,2020-09-23,37972812,1971.0,,Country_Website
Portugal,PT,PRT,2020-09-23,10276617,571.0,77.0,Country_Website
Romania,RO,ROU,2020-09-23,19414458,,498.0,Country_Website
Slovakia,SK,SVK,2020-09-23,5450421,143.0,,JRC
Slovenia,SI,SVN,2020-09-23,2080908,65.0,10.0,Country_Github
United Kingdom,UK,GBR,2020-09-23,66647112,1651.0,,Country_Website
Austria,AT,AUT,2020-09-22,8858775,390.0,75.0,Country_Website
Belgium,BE,BEL,2020-09-22,11455519,505.0,94.0,Country_Website
Bulgaria,BG,BGR,2020-09-22,7000039,714.0,33.0,External_Github
Croatia,HR,HRV,2020-09-22,4076246,278.0,,Country_Website
Czechia,CZ,CZE,2020-09-22,10649800,628.0,120.0,Country_Website
Denmark,DK,DNK,2020-09-22,5806081,79.0,14.0,Country_Website
Estonia,EE,EST,2020-09-22,1324820,27.0,3.0,Country_API
France,FR,FRA,2020-09-22,67012883,5777.0,944.0,Country_Website
Hungary,HU,HUN,2020-09-22,9772756,534.0,36.0,JRC
Ireland,IE,IRL,2020-09-22,4904240,94.0,16.0,Country_Website
Italy,IT,ITA,2020-09-22,60359546,2843.0,239.0,Country_Github
Latvia,LV,LVA,2020-09-22,1919968,10.0,,Country_Website
Luxembourg,LU,LUX,2020-09-22,613894,23.0,1.0,Country_Website
Netherlands,NL,NLD,2020-09-22,17282163,,111.0,Other Website
Norway,NO,NOR,2020-09-22,5328212,21.0,,Country_API
Portugal,PT,PRT,2020-09-22,10276617,546.0,70.0,Country_Website
Romania,RO,ROU,2020-09-22,19414458,,496.0,Country_Website
Slovakia,SK,SVK,2020-09-22,5450421,140.0,,JRC
Slovenia,SI,SVN,2020-09-22,2080908,71.0,13.0,Country_Github
United Kingdom,UK,GBR,2020-09-22,66647112,1573.0,,Country_Website
Austria,AT,AUT,2020-09-21,8858775,364.0,67.0,Country_Website
Belgium,BE,BEL,2020-09-21,11455519,490.0,87.0,Country_Website
Bulgaria,BG,BGR,2020-09-21,7000039,718.0,35.0,External_Github
Croatia,HR,HRV,2020-09-21,4076246,297.0,,Country_Website
Czechia,CZ,CZE,2020-09-21,10649800,581.0,115.0,Country_Website
Denmark,DK,DNK,2020-09-21,5806081,75.0,12.0,Country_Website
Estonia,EE,EST,2020-09-21,1324820,32.0,5.0,Country_API
Finland,FI,FIN,2020-09-21,5517919,19.0,2.0,External_Github
France,FR,FRA,2020-09-21,67012883,5597.0,912.0,Country_Website
Hungary,HU,HUN,2020-09-21,9772756,463.0,35.0,JRC
Ireland,IE,IRL,2020-09-21,4904240,90.0,17.0,Country_Website
Italy,IT,ITA,2020-09-21,60359546,2707.0,232.0,Country_Github
Latvia,LV,LVA,2020-09-21,1919968,12.0,,Country_Website
Luxembourg,LU,LUX,2020-09-21,613894,20.0,1.0,Country_Website
Netherlands,NL,NLD,2020-09-21,17282163,,103.0,Other Website
Norway,NO,NOR,2020-09-21,5328212,23.0,,Country_API
Poland,PL,POL,2020-09-21,37972812,1979.0,,Country_Website
Portugal,PT,PRT,2020-09-21,10276617,518.0,61.0,Country_Website
Romania,RO,ROU,2020-09-21,19414458,,464.0,Country_Website
Slovakia,SK,SVK,2020-09-21,5450421,121.0,,JRC
Slovenia,SI,SVN,2020-09-21,2080908,70.0,15.0,Country_Github
United Kingdom,UK,GBR,2020-09-21,66647112,1499.0,,Country_Website
Austria,AT,AUT,2020-09-20,8858775,341.0,68.0,Country_Website
Belgium,BE,BEL,2020-09-20,11455519,432.0,77.0,Country_Website
Bulgaria,BG,BGR,2020-09-20,7000039,723.0,37.0,External_Github
Croatia,HR,HRV,2020-09-20,4076246,281.0,,Country_Website
Czechia,CZ,CZE,2020-09-20,10649800,535.0,110.0,Country_Website
Denmark,DK,DNK,2020-09-20,5806081,67.0,9.0,Country_Website
Estonia,EE,EST,2020-09-20,1324820,22.0,5.0,Country_API
France,FR,FRA,2020-09-20,67012883,5356.0,834.0,Country_Website
Hungary,HU,HUN,2020-09-20,9772756,404.0,32.0,JRC
Ireland,IE,IRL,2020-09-20,4904240,82.0,16.0,Country_Website
Italy,IT,ITA,2020-09-20,60359546,2587.0,222.0,Country_Github
Latvia,LV,LVA,2020-09-20,1919968,12.0,,Country_Website
Luxembourg,LU,LUX,2020-09-20,613894,21.0,1.0,Country_Website
Netherlands,NL,NLD,2020-09-20,17282163,,94.0,Other Website
Poland,PL,POL,2020-09-20,37972812,1985.0,,Country_Website
Portugal,PT,PRT,2020-09-20,10276617,511.0,63.0,Country_Website
Romania,RO,ROU,2020-09-20,19414458,,470.0,Country_Website
Slovakia,SK,SVK,2020-09-20,5450421,120.0,,JRC
Slovenia,SI,SVN,2020-09-20,2080908,66.0,13.0,Country_Github
United Kingdom,UK,GBR,2020-09-20,66647112,1345.0,,Country_Website
Austria,AT,AUT,2020-09-19,8858775,349.0,84.0,Country_Website
Belgium,BE,BEL,2020-09-19,11455519,421.0,78.0,Country_Website
Bulgaria,BG,BGR,2020-09-19,7000039,728.0,34.0,External_Github
Croatia,HR,HRV,2020-09-19,4076246,288.0,,Country_Website
Czechia,CZ,CZE,2020-09-19,10649800,503.0,87.0,Country_Website
Denmark,DK,DNK,2020-09-19,5806081,62.0,4.0,Country_Website
Estonia,EE,EST,2020-09-19,1324820,22.0,5.0,Country_API
France,FR,FRA,2020-09-19,67012883,5493.0,827.0,Country_Website
Hungary,HU,HUN,2020-09-19,9772756,386.0,30.0,JRC
Ireland,IE,IRL,2020-09-19,4904240,74.0,16.0,Country_Website
Italy,IT,ITA,2020-09-19,60359546,2595.0,215.0,Country_Github
Latvia,LV,LVA,2020-09-19,1919968,8.0,,Country_Website
